6209	6209	1.0
6209	4749	0.25
6209	195	0.09090909090909094
6209	6125	0.2727272727272727
6209	7611	0.2727272727272727
6209	1282	0.2727272727272727
6209	5195	0.09090909090909094
6209	2723	0.09090909090909094
6209	695	0.2727272727272727
6209	2808	0.2857142857142857
6209	5013	0.18181818181818177
6209	2822	0.2727272727272727
6209	1038	0.3076923076923077
6209	3077	0.36363636363636365
6209	1846	0.36363636363636365
6209	4537	0.09090909090909094
6209	5890	0.2727272727272727
6209	4249	0.18181818181818177
6209	2885	0.36363636363636365
6209	2088	0.2727272727272727
6209	6760	0.08333333333333337
6209	1810	0.18181818181818177
6209	6238	0.18181818181818177
6209	7632	0.18181818181818177
6209	5186	0.18181818181818177
6209	7355	0.2727272727272727
6209	293	0.18181818181818177
6209	69	0.2727272727272727
6209	8913	0.18181818181818177
6209	1223	0.2727272727272727
6209	1902	0.2727272727272727
6209	2054	0.18181818181818177
6209	5741	0.09090909090909094
6209	263	0.18181818181818177
6209	3866	0.2727272727272727
6209	10472	0.18181818181818177
6209	7419	0.23076923076923073
6209	1266	0.09090909090909094
6209	4281	0.18181818181818177
6209	119	0.09090909090909094
6209	3270	0.2727272727272727
6209	4633	0.2727272727272727
6209	6274	0.4545454545454546
6209	5027	0.2727272727272727
6209	2720	0.15384615384615385
6209	3675	0.2727272727272727
6209	4189	0.18181818181818177
6209	3553	0.2727272727272727
6209	4880	0.2727272727272727
6209	10097	0.09090909090909094
6209	4004	0.18181818181818177
6209	6116	0.2727272727272727
6209	3610	0.2727272727272727
6209	1416	0.2727272727272727
6209	354	0.33333333333333337
6209	681	0.2727272727272727
6209	6674	0.07692307692307687
6209	6620	0.18181818181818177
6209	447	0.18181818181818177
6209	2629	0.2727272727272727
6209	7029	0.2727272727272727
6209	9280	0.18181818181818177
6209	1269	0.09090909090909094
6209	6035	0.18181818181818177
6209	5529	0.09090909090909094
6209	5593	0.36363636363636365
6209	5085	0.36363636363636365
6209	9204	0.18181818181818177
6209	5110	0.2727272727272727
6209	6204	0.2727272727272727
6209	5184	0.18181818181818177
6209	3071	0.09090909090909094
6209	9436	0.2727272727272727
6209	5194	0.08333333333333337
6209	1207	0.18181818181818177
6209	5942	0.09090909090909094
6209	2491	0.36363636363636365
6209	658	0.09090909090909094
6209	2915	0.36363636363636365
6209	3841	0.18181818181818177
6209	3267	0.2727272727272727
6209	3691	0.2727272727272727
6209	1620	0.09090909090909094
6209	7588	0.18181818181818177
6209	1281	0.6363636363636364
6209	3639	0.36363636363636365
6209	4212	0.18181818181818177
6209	9359	0.36363636363636365
6209	772	0.3076923076923077
6209	2996	0.2727272727272727
6209	6381	0.18181818181818177
6209	3409	0.2727272727272727
6209	1569	0.09090909090909094
6209	8709	0.25
6209	6669	0.18181818181818177
6209	3385	0.2727272727272727
6209	8345	0.2666666666666667
6209	9380	0.2727272727272727
6209	6476	0.18181818181818177
6209	4624	0.2727272727272727
6209	5505	0.2727272727272727
6209	6057	0.18181818181818177
6209	817	0.18181818181818177
6209	4809	0.33333333333333337
6209	5152	0.18181818181818177
6209	6514	0.3125
6209	2238	0.18181818181818177
6209	936	0.18181818181818177
6209	4123	0.36363636363636365
6209	6028	0.0
6209	5119	0.18181818181818177
6209	3086	0.2727272727272727
6209	10685	0.18181818181818177
6209	2463	0.2727272727272727
6209	5495	0.09090909090909094
6209	6193	0.18181818181818177
6209	3942	0.18181818181818177
6209	1662	0.17647058823529416
6209	6304	0.23076923076923073
6209	10236	0.2727272727272727
6209	5283	0.2727272727272727
6209	5497	0.09090909090909094
6209	10088	0.09090909090909094
6209	3596	0.18181818181818177
6209	1981	0.36363636363636365
6209	9367	0.18181818181818177
6209	10153	0.18181818181818177
