50000	0
50001	1
50002	2
50003	3
50004	4
50005	5
50006	4
50007	7
50008	7
50009	9
50010	10
50011	11
50012	12
50013	13
50014	14
50015	15
50016	16
50006	17
50018	18
50019	19
50020	20
50015	18
50022	22
50023	23
50024	24
50025	25
50026	26
50027	27
50028	23
50029	29
50030	30
50031	31
50013	32
50034	34
50035	30
50024	32
50037	37
50038	38
50026	39
50040	40
50042	42
50043	43
50044	44
50045	42
50046	46
50047	47
50048	48
50050	50
50013	50
50052	52
50053	53
50054	52
50055	55
50056	55
50015	57
50058	55
50059	59
50044	53
50019	61
50062	62
50064	52
50024	65
50066	66
50067	67
50068	68
50028	69
50070	70
50071	70
50026	72
50073	73
50074	74
50076	74
50077	77
50078	69
50079	79
50080	80
50081	81
50082	82
50083	83
50084	84
50085	85
50086	86
50087	84
50088	88
50087	89
50090	90
50091	91
50013	92
50093	93
50094	84
50095	95
50024	96
50097	97
50098	98
50099	99
50024	100
50101	101
50102	102
50104	104
50105	105
50107	103
50108	108
50038	109
50110	110
50111	111
50112	112
50024	113
50114	106
50115	112
50079	100
50117	100
50091	119
50120	120
50121	120
50070	122
50123	123
50048	124
50125	125
50070	126
50125	127
50129	126
50130	126
50131	131
50132	132
50038	132
50134	134
50135	135
50136	136
50138	138
50013	139
50140	140
50141	141
50142	142
50107	141
50144	144
50085	145
50146	146
50147	135
50148	148
50010	149
50150	148
50151	151
50152	152
50028	153
50154	154
50155	155
50156	156
50157	157
50158	158
50159	159
50160	158
50161	161
50162	156
50163	163
50079	163
50165	158
50166	161
50167	163
50168	161
50169	169
50023	170
50169	171
50172	170
50173	173
50174	174
50175	175
50176	176
50108	177
50178	178
50169	179
50180	180
50181	181
50182	182
50183	183
50185	179
50157	186
50108	187
50189	189
50190	189
50191	191
50027	192
50193	193
50138	194
50195	195
50196	196
50079	193
50198	194
50199	193
50200	200
50201	201
50162	202
50203	203
50204	204
50048	205
50165	206
50207	207
50208	208
50196	209
50155	210
50142	209
50027	212
50213	208
50214	208
50006	212
50216	216
50217	209
50218	218
50220	216
50221	221
50222	222
50223	223
50070	221
50038	225
50226	226
50227	227
50228	228
50229	229
50138	227
50232	232
50233	233
50028	235
50236	236
50079	237
50239	228
50226	240
50241	236
50026	242
50006	243
50244	244
50245	245
50246	246
50247	247
50108	248
50249	249
50250	250
50079	251
50252	252
50253	253
50214	250
50255	255
50256	255
50107	249
50258	258
50259	259
50123	262
50263	263
50264	264
50070	265
50266	266
50267	267
50268	266
50269	269
50270	266
50271	271
50272	272
50273	273
50070	274
50108	272
50276	276
50006	277
50278	278
50279	278
50280	278
50024	273
50142	283
50026	284
50285	285
50088	286
50287	287
50138	288
50289	289
50166	290
50291	290
50138	292
50293	293
50294	293
50019	296
50297	297
50298	298
50299	299
50301	301
50294	302
50303	303
50305	305
50306	306
50307	305
50308	308
50309	309
50306	309
50079	311
50312	312
50046	313
50308	314
50315	312
50271	312
50317	317
50318	318
50319	319
50320	320
50321	318
50322	322
50323	323
50324	324
50325	325
50326	326
50327	327
50040	328
50329	329
50330	330
50331	331
50165	332
50333	333
50334	334
50155	324
50287	331
50337	337
50338	338
50339	339
50340	340
50038	342
50151	342
50287	344
50028	345
50346	346
50347	347
50348	348
50350	350
50351	351
50353	353
50354	354
50138	355
50356	354
50357	357
50358	358
50359	359
50360	360
50223	361
50362	362
50363	363
50287	365
50093	366
50367	367
50138	368
50369	369
50370	370
50372	372
50374	374
50375	375
50294	376
50377	377
50378	378
50379	379
50380	380
50076	377
50382	382
50383	383
50384	384
50385	385
50157	386
50387	387
50157	389
50294	390
50392	392
50393	393
50294	394
50306	391
50363	396
50363	397
50001	398
50363	400
50401	401
50402	402
50404	404
50405	405
50406	406
50079	407
50408	408
50028	409
50099	411
50412	412
50076	413
50028	414
50415	413
50416	416
50028	417
50420	420
50280	421
50422	422
50423	423
50424	424
50245	425
50426	426
50367	427
50428	428
50330	429
50330	430
50431	431
50432	432
50433	433
50434	434
50138	435
50301	434
50245	438
50439	434
50330	440
50441	441
50442	442
50443	443
50444	437
50445	445
50446	445
50447	447
50448	448
50306	447
50415	443
50451	451
50070	451
50453	451
50455	455
50040	455
50006	457
50330	458
50460	460
50461	461
50306	460
50463	463
50464	464
50465	465
50466	466
50138	467
50428	468
50469	464
50048	470
50471	471
50472	471
50424	473
50474	474
50028	475
50019	476
50477	477
50478	478
50479	477
50481	481
50446	482
50483	483
50484	484
50485	485
50218	486
50489	489
50406	490
50491	490
50078	489
50493	476
50494	494
50497	497
50498	498
50347	499
50500	500
50040	501
50502	502
50002	503
50504	504
50505	505
50506	506
50507	507
50508	508
50151	509
50510	510
50006	511
50252	512
50513	513
50306	515
50157	516
50517	517
50363	517
50151	519
50294	520
50521	521
50522	522
50523	523
50023	524
50042	525
50301	527
50528	528
50529	529
50529	530
50531	531
50532	532
50533	533
50093	534
50535	532
50461	536
50537	537
50494	538
50539	537
50540	537
50541	541
50542	542
50543	531
50408	544
50545	545
50546	546
50287	545
50087	548
50549	548
50550	550
50026	552
50553	553
50554	554
50542	555
50556	553
50506	557
50558	553
50559	557
50560	560
50562	557
50563	563
50564	564
50565	565
50232	566
50367	567
50079	568
50569	569
50570	569
50571	571
50572	572
50573	573
50575	575
50576	576
50577	577
50169	573
50579	579
50580	580
50582	582
50253	583
50584	584
50585	585
50586	586
50588	586
50589	589
50590	586
50591	587
50326	592
50138	593
50294	595
50142	596
50597	597
50597	598
50599	584
50521	598
50601	601
50363	603
50604	604
50157	606
50521	607
50038	608
50569	609
50610	610
50022	611
50612	612
50448	612
50614	609
50615	615
50481	611
50617	617
50040	618
50619	619
50620	618
50226	621
50432	619
50563	623
50013	619
50626	626
50024	627
50628	628
50629	628
50630	630
50631	631
50632	632
50633	633
50634	628
50439	635
50439	636
50637	637
50455	637
50528	637
50558	640
50641	641
50642	642
50643	643
50140	643
50424	645
50646	646
50648	648
50294	649
50650	650
50651	651
50652	651
50142	651
50367	654
50655	655
50656	656
50584	657
50658	658
50659	658
50320	660
50661	661
50662	662
50663	663
50142	664
50474	665
50666	666
50232	667
50528	668
50279	669
50670	665
50671	671
50129	672
50673	673
50675	675
50676	676
50677	677
50306	678
50135	679
50157	681
50682	682
50151	682
50684	684
50685	684
50686	686
50687	687
50688	687
50689	689
50690	690
50306	691
50306	690
50693	693
50694	694
50695	695
50696	696
50221	697
50320	698
50521	699
50626	700
50701	701
50702	702
50301	695
50363	704
50705	704
50293	708
50306	693
50169	710
50711	711
50637	711
50713	713
50507	713
50675	715
50717	717
50718	718
50439	717
50301	720
50721	721
50444	722
50675	723
50725	725
50471	726
50727	727
50728	728
50729	729
50730	730
50687	728
50528	732
50733	733
50572	734
50735	735
50320	736
50167	739
50363	741
50424	742
50743	743
50675	748
50749	749
50750	750
50751	751
50752	752
50753	752
50754	754
50572	755
50579	756
50757	757
50558	757
50760	757
50761	761
50537	762
50306	763
50764	764
50766	766
50769	769
50771	771
50294	772
50773	773
50584	771
50346	775
50221	776
50778	776
50306	775
50780	780
50781	781
50782	782
50426	783
50784	784
50785	785
50786	786
50157	787
50788	788
50788	789
50790	790
50791	791
50379	792
50793	793
50794	794
50500	795
50151	791
50797	792
50626	798
50800	795
50801	801
50042	802
50030	803
50804	804
50805	805
50806	806
50729	807
50808	808
50809	809
50079	810
50439	812
50363	813
50816	816
50782	817
50818	818
50675	819
50818	820
50822	822
50166	823
50825	825
50826	826
50827	827
50306	828
50829	829
50479	825
50831	831
50832	832
50833	833
50542	834
50347	837
50838	838
50840	840
50841	841
50766	842
50794	843
50844	844
50845	845
50846	843
50847	847
50848	841
50849	844
50782	850
50851	851
50853	853
50854	854
50471	855
50856	856
50690	857
50858	858
50448	854
50157	860
50028	861
50507	862
50713	862
50865	865
50866	865
50831	867
50232	864
50869	869
50870	867
50363	871
50196	872
50753	873
50874	874
50327	875
50876	875
50528	877
50878	878
50879	879
50050	880
50050	881
50579	879
50884	884
50221	887
50888	888
50166	889
50749	890
50148	890
50892	892
50893	893
50894	894
50135	895
50896	896
50306	897
50898	898
50900	900
50901	901
50079	902
50904	901
50730	898
50363	906
50252	898
50908	908
50909	896
50910	910
50306	900
50912	912
50913	910
50405	914
50166	915
50916	916
50917	917
50918	918
50081	919
50920	920
50921	921
50922	922
50923	923
50166	924
50925	925
50926	925
50927	927
50928	928
50929	929
50930	920
50840	931
50050	932
50933	933
50151	934
50935	931
50542	936
50588	937
50938	938
50939	939
